Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km169.5_Group,km169.5_Position,km169.5_Elapsed_time,km169.5_Gap_to_previous_group,km169.5_Average_speed,km169.5_Current_speed,km169.5_Gradient,km169.5_GC_prov_position,km169.5_GC_prov_delay,km169.5_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
D. GAUDIN,185,TDE,no,145,51h 35' 45'',2:11:02,03h 48' 03'',Main group,127,+0'00'',+0'00'',0 km/h,0 km/h,0%,145,2:11:02,51:35:45,Main group,99,+0'58'',+0'25'',51.03 km/h,40.93 km,-4%,143,2:11:02,51:58:40,Main group,133,+1'45'',+0'49'',55.77 km/h,45.58 km,-2%,143,2:11:02,52:12:31,Main group,116,+3'20'',+3'20'',49.02 km/h,49.18 km,-1%,143,2:11:02,52:25:46,Main group,144,+2'14'',+2'14'',51.41 km/h,90.65 km,-7%,143,2:11:02,52:38:16,Main group,150,+1'42'',+1'42'',38.65 km/h,39.60 km,-,143,2:11:02,52:50:34,Main group,125,+1'34'',+1'34'',45.51 km/h,38.12 km,-1%,143,2:11:02,53:02:51,Main group,85,+2'00'',+2'00'',37.40 km/h,42.34 km,-2%,143,2:11:02,53:15:43,Main group,118,+2'10'',+2'10'',43.74 km/h,41.58 km,-,143,2:11:02,53:29:35,Main group,132,+2'06'',+2'06'',38.88 km/h,39.17 km,3%,143,2:11:02,53:41:05,Main group,138,+1'30'',+1'30'',43.80 km/h,41.76 km,-,143,2:11:02,53:53:44,Main group,143,+1'00'',+1'00'',29.83 km/h,24.34 km,5%,143,2:11:02,54:05:41,Main group,97,+0'51'',+0'51'',40.80 km/h,34.20 km,-2%,143,2:11:02,54:18:56,Main group,77,+0'57'',+0'57'',38.46 km/h,31.79 km,4%,143,2:11:02,54:31:19,Main group,134,+0'35'',+0'35'',41.44 km/h,38.59 km,-,143,2:11:02,54:44:02,Main group,146,+0'47'',+0'47'',38.49 km/h,65.16 km,-3%,143,2:11:02,54:56:34,Main group,147,+0'25'',+0'25'',59.46 km/h,50.11 km,-,143,2:11:02,55:02:03,Main group,125,+0'24'',+0'24'',55.79 km/h,55.94 km,-1%,143,2:11:02,55:08:48,Main group,142,+0'00'',+0'00'',48.76 km/h,53.21 km,-1%,143,2:11:02,55:15:03,Stragglers,147,+2'08'',-,-,-,-,144,2:13:10,55:23:48
F. GRELLIER,186,TDE,no,146,51h 38' 42'',2:13:59,03h 47' 46'',Main group,128,+0'00'',+0'00'',0 km/h,0 km/h,0%,146,2:13:59,51:38:42,Main group,71,+0'58'',+0'25'',51.18 km/h,40.75 km,-4%,144,2:13:59,52:01:37,Main group,114,+1'45'',+0'49'',55.80 km/h,45.07 km,-2%,144,2:13:59,52:15:28,Main group,124,+3'20'',+3'20'',47.92 km/h,50.22 km,-1%,144,2:13:59,52:28:43,Back of the Race,151,+3'16'',+1'02'',50.50 km/h,81.46 km,-3%,144,2:15:01,52:42:15,Main group,55,+1'42'',+1'42'',41.46 km/h,49.75 km,-,144,2:13:59,52:53:31,Main group,28,+1'34'',+1'34'',42.90 km/h,37.76 km,-1%,144,2:13:59,53:05:48,Main group,80,+2'00'',+2'00'',37.15 km/h,43.99 km,-3%,144,2:13:59,53:18:40,Main group,90,+2'10'',+2'10'',44.13 km/h,42.91 km,-,144,2:13:59,53:32:32,Main group,50,+2'06'',+2'06'',38.83 km/h,36.36 km,3%,144,2:13:59,53:44:02,Main group,78,+1'30'',+1'30'',46.32 km/h,50.44 km,-,144,2:13:59,53:56:41,Main group,113,+1'00'',+1'00'',28.36 km/h,22.43 km,5%,144,2:13:59,54:08:38,Main group,148,+0'51'',+0'51'',39.82 km/h,34.09 km,1%,144,2:13:59,54:21:53,Main group,136,+0'57'',+0'57'',38.48 km/h,30.13 km,4%,144,2:13:59,54:34:16,Main group,78,+0'35'',+0'35'',40.94 km/h,34.27 km,-,144,2:13:59,54:46:59,Main group,85,+0'47'',+0'47'',39.08 km/h,63.18 km,-3%,144,2:13:59,54:59:31,Main group,95,+0'25'',+0'25'',59.31 km/h,54.65 km,-,144,2:13:59,55:05:00,Main group,52,+0'24'',+0'24'',55.39 km/h,56.34 km,-1%,144,2:13:59,55:11:45,Main group,30,+0'00'',+0'00'',49.08 km/h,52.74 km,-,144,2:13:59,55:18:00,Stragglers,100,+1'51'',-,-,-,-,145,2:15:50,55:26:28
R. SICARD,187,TDE,no,78,50h 57' 33'',1:32:50,03h 47' 45'',Main group,129,+0'00'',+0'00'',0 km/h,0 km/h,0%,78,1:32:50,50:57:33,Main group,86,+0'58'',+0'25'',50.73 km/h,39.67 km,-4%,77,1:32:50,51:20:28,Main group,125,+1'45'',+0'49'',55.63 km/h,45.18 km,-2%,77,1:32:50,51:34:19,Main group,85,+3'20'',+3'20'',48.57 km/h,51.12 km,-1%,77,1:32:50,51:47:34,Main group,143,+2'14'',+2'14'',50.76 km/h,88.31 km,-7%,77,1:32:50,52:00:04,Main group,64,+1'42'',+1'42'',41.26 km/h,48.53 km,-,77,1:32:50,52:12:22,Main group,98,+1'34'',+1'34'',41.06 km/h,39.89 km,-1%,77,1:32:50,52:24:39,Main group,78,+2'00'',+2'00'',36.74 km/h,42.23 km,-3%,77,1:32:50,52:37:31,Main group,83,+2'10'',+2'10'',44.00 km/h,43.42 km,-,77,1:32:50,52:51:23,Main group,127,+2'06'',+2'06'',39.00 km/h,37.33 km,3%,77,1:32:50,53:02:53,Main group,75,+1'30'',+1'30'',46.57 km/h,51.55 km,-,77,1:32:50,53:15:32,Main group,125,+1'00'',+1'00'',29.15 km/h,25.13 km,5%,77,1:32:50,53:27:29,Main group,27,+0'51'',+0'51'',40.57 km/h,37.58 km,-2%,77,1:32:50,53:40:44,Main group,45,+0'57'',+0'57'',39.26 km/h,29.84 km,4%,77,1:32:50,53:53:07,Main group,55,+0'35'',+0'35'',41.10 km/h,36.54 km,-,77,1:32:50,54:05:50,Main group,54,+0'47'',+0'47'',39.79 km/h,63.97 km,-2%,77,1:32:50,54:18:22,Main group,30,+0'25'',+0'25'',59.62 km/h,47.34 km,-,77,1:32:50,54:23:51,Main group,79,+0'24'',+0'24'',55.18 km/h,56.12 km,-1%,77,1:32:50,54:30:36,Main group,54,+0'00'',+0'00'',49.72 km/h,51.98 km,-1%,77,1:32:50,54:36:51,Stragglers,99,+1'50'',-,-,-,-,78,1:34:40,54:45:18
B. MOLLEMA,191,TFS,no,23,50h 00' 59'',0:36:16,03h 47' 18'',Main group,130,+0'00'',+0'00'',0 km/h,0 km/h,0%,23,0:36:16,50:00:59,Main group,61,+0'58'',+0'25'',51.20 km/h,39.17 km,-4%,22,0:36:16,50:23:54,Main group,100,+1'45'',+0'49'',55.32 km/h,44.06 km,-2%,22,0:36:16,50:37:45,Main group,99,+3'20'',+3'20'',48.67 km/h,52.49 km,-1%,22,0:36:16,50:51:00,Main group,141,+2'14'',+2'14'',51.53 km/h,92.27 km,-7%,22,0:36:16,51:03:30,Main group,148,+1'42'',+1'42'',41.22 km/h,49.50 km,-,22,0:36:16,51:15:48,Main group,119,+1'34'',+1'34'',41.43 km/h,37.01 km,-1%,22,0:36:16,51:28:05,Main group,133,+2'00'',+2'00'',37.16 km/h,42.41 km,-2%,22,0:36:16,51:40:57,Main group,119,+2'10'',+2'10'',44.46 km/h,39.82 km,-,22,0:36:16,51:54:49,Main group,120,+2'06'',+2'06'',39.04 km/h,36.36 km,3%,22,0:36:16,52:06:19,Main group,141,+1'30'',+1'30'',44.61 km/h,44.10 km,-,22,0:36:16,52:18:58,Main group,150,+1'00'',+1'00'',30.16 km/h,23.22 km,5%,22,0:36:16,52:30:55,Main group,130,+0'51'',+0'51'',41.50 km/h,30.89 km,-2%,22,0:36:16,52:44:10,Main group,139,+0'57'',+0'57'',38.66 km/h,28.08 km,4%,22,0:36:16,52:56:33,Main group,138,+0'35'',+0'35'',40.80 km/h,34.70 km,-,22,0:36:16,53:09:16,Main group,121,+0'47'',+0'47'',39.64 km/h,62.39 km,-3%,22,0:36:16,53:21:48,Main group,119,+0'25'',+0'25'',59.54 km/h,51.34 km,-,22,0:36:16,53:27:17,Main group,11,+0'24'',+0'24'',55.60 km/h,57.82 km,-1%,22,0:36:16,53:34:02,Main group,79,+0'00'',+0'00'',49.51 km/h,54.50 km,-1%,22,0:36:16,53:40:17,Stragglers,80,+1'23'',-,-,-,-,22,0:37:39,53:48:17
J. BERNARD,192,TFS,no,40,50h 28' 06'',1:03:23,03h 47' 31'',Main group,131,+0'00'',+0'00'',0 km/h,0 km/h,0%,40,1:03:23,50:28:06,Main group,60,+0'58'',+0'25'',49.83 km/h,40.25 km,-4%,39,1:03:23,50:51:01,Main group,6,+1'45'',+0'49'',55.11 km/h,44.89 km,-3%,39,1:03:23,51:04:52,Main group,34,+3'20'',+3'20'',48.56 km/h,53.06 km,-1%,39,1:03:23,51:18:07,Main group,84,+2'14'',+2'14'',50.45 km/h,87.41 km,-6%,39,1:03:23,51:30:37,Main group,128,+1'42'',+1'42'',41.08 km/h,50.90 km,-,39,1:03:23,51:42:55,Main group,126,+1'34'',+1'34'',44.42 km/h,37.69 km,-1%,39,1:03:23,51:55:12,Main group,22,+2'00'',+2'00'',36.13 km/h,44.86 km,-3%,39,1:03:23,52:08:04,Main group,19,+2'10'',+2'10'',44.33 km/h,45.36 km,1%,39,1:03:23,52:21:56,Main group,91,+2'06'',+2'06'',38.04 km/h,36.29 km,3%,39,1:03:23,52:33:26,Main group,56,+1'30'',+1'30'',45.82 km/h,50.18 km,-,39,1:03:23,52:46:05,Main group,84,+1'00'',+1'00'',29.38 km/h,24.05 km,5%,39,1:03:23,52:58:02,Main group,79,+0'51'',+0'51'',41.13 km/h,33.34 km,-2%,39,1:03:23,53:11:17,Main group,108,+0'57'',+0'57'',38.85 km/h,34.42 km,4%,39,1:03:23,53:23:40,Main group,119,+0'35'',+0'35'',41.64 km/h,34.16 km,-,39,1:03:23,53:36:23,Main group,129,+0'47'',+0'47'',39.02 km/h,65.16 km,-3%,39,1:03:23,53:48:55,Main group,125,+0'25'',+0'25'',59.57 km/h,51.88 km,-,39,1:03:23,53:54:24,Main group,12,+0'24'',+0'24'',55.69 km/h,56.30 km,-1%,39,1:03:23,54:01:09,Main group,113,+0'00'',+0'00'',49.00 km/h,53.46 km,-1%,39,1:03:23,54:07:24,Stragglers,94,+1'36'',-,-,-,-,39,1:04:59,54:15:37
K. DE KORT,193,TFS,no,69,50h 51' 37'',1:26:54,03h 46' 47'',Main group,132,+0'00'',+0'00'',0 km/h,0 km/h,0%,69,1:26:54,50:51:37,Main group,66,+0'58'',+0'25'',49.65 km/h,40.14 km,-4%,68,1:26:54,51:14:32,Main group,96,+1'45'',+0'49'',55.30 km/h,45.04 km,-2%,68,1:26:54,51:28:23,Main group,77,+3'20'',+3'20'',48.38 km/h,51.80 km,-1%,68,1:26:54,51:41:38,Main group,51,+2'14'',+2'14'',52.37 km/h,86.36 km,-5%,68,1:26:54,51:54:08,Main group,77,+1'42'',+1'42'',41.31 km/h,51.95 km,-,68,1:26:54,52:06:26,Main group,85,+1'34'',+1'34'',41.04 km/h,38.16 km,-1%,68,1:26:54,52:18:43,Main group,15,+2'00'',+2'00'',36.90 km/h,45.65 km,-3%,68,1:26:54,52:31:35,Main group,147,+2'10'',+2'10'',41.83 km/h,47.41 km,-,68,1:26:54,52:45:27,Main group,66,+2'06'',+2'06'',38.94 km/h,36.65 km,3%,68,1:26:54,52:56:57,Main group,72,+1'30'',+1'30'',45.48 km/h,48.60 km,-,68,1:26:54,53:09:36,Main group,110,+1'00'',+1'00'',28.95 km/h,22.14 km,5%,68,1:26:54,53:21:33,Main group,40,+0'51'',+0'51'',40.37 km/h,34.27 km,-2%,68,1:26:54,53:34:48,Main group,67,+0'57'',+0'57'',38.32 km/h,31.57 km,4%,68,1:26:54,53:47:11,Main group,51,+0'35'',+0'35'',41.51 km/h,37.91 km,-,68,1:26:54,53:59:54,Main group,76,+0'47'',+0'47'',39.29 km/h,63.36 km,-3%,68,1:26:54,54:12:26,Main group,57,+0'25'',+0'25'',59.40 km/h,57.35 km,-,68,1:26:54,54:17:55,Main group,64,+0'24'',+0'24'',55.13 km/h,56.66 km,-1%,68,1:26:54,54:24:40,Main group,12,+0'00'',+0'00'',49.15 km/h,50.98 km,-,68,1:26:54,54:30:55,Stragglers,71,+0'52'',-,-,-,-,67,1:27:46,54:38:24
J. DEGENKOLB,194,TFS,no,92,51h 04' 37'',1:39:54,03h 45' 55'',Main group,133,+0'00'',+0'00'',0 km/h,0 km/h,0%,92,1:39:54,51:04:37,Main group,110,+0'58'',+0'25'',49.73 km/h,39.13 km,-4%,90,1:39:54,51:27:32,Main group,32,+1'45'',+0'49'',55.03 km/h,44.53 km,-3%,90,1:39:54,51:41:23,Main group,32,+3'20'',+3'20'',48.92 km/h,50.29 km,-1%,90,1:39:54,51:54:38,Main group,56,+2'14'',+2'14'',51.35 km/h,85.43 km,-6%,90,1:39:54,52:07:08,Main group,84,+1'42'',+1'42'',41.13 km/h,55.69 km,-,90,1:39:54,52:19:26,Main group,91,+1'34'',+1'34'',41.15 km/h,38.05 km,-1%,90,1:39:54,52:31:43,Main group,20,+2'00'',+2'00'',37.75 km/h,45.86 km,-3%,90,1:39:54,52:44:35,Main group,150,+2'10'',+2'10'',41.74 km/h,48.28 km,-,90,1:39:54,52:58:27,Main group,69,+2'06'',+2'06'',38.70 km/h,35.64 km,3%,90,1:39:54,53:09:57,Main group,99,+1'30'',+1'30'',45.11 km/h,44.68 km,-,90,1:39:54,53:22:36,Main group,83,+1'00'',+1'00'',29.96 km/h,23.76 km,5%,90,1:39:54,53:34:33,Main group,93,+0'51'',+0'51'',41.06 km/h,34.31 km,-2%,90,1:39:54,53:47:48,Main group,88,+0'57'',+0'57'',38.68 km/h,31.32 km,4%,90,1:39:54,54:00:11,Main group,57,+0'35'',+0'35'',41.07 km/h,37.91 km,-,90,1:39:54,54:12:54,Main group,62,+0'47'',+0'47'',39.61 km/h,62.71 km,-2%,90,1:39:54,54:25:26,Main group,63,+0'25'',+0'25'',59.55 km/h,56.63 km,-,90,1:39:54,54:30:55,Main group,37,+0'24'',+0'24'',55.13 km/h,56.63 km,-1%,90,1:39:54,54:37:40,Main group,33,+0'00'',+0'00'',49.43 km/h,51.95 km,-,90,1:39:54,54:43:55,Main group,4,+0'00'',-,-,-,-,88,1:39:54,54:50:32
M. GOGL,195,TFS,no,87,51h 03' 23'',1:38:40,03h 49' 11'',Main group,134,+0'00'',+0'00'',0 km/h,0 km/h,0%,87,1:38:40,51:03:23,Main group,21,+0'58'',+0'25'',48.68 km/h,40.03 km,-5%,85,1:38:40,51:26:18,Main group,33,+1'45'',+0'49'',54.81 km/h,44.64 km,-3%,85,1:38:40,51:40:09,Main group,45,+3'20'',+3'20'',48.33 km/h,52.52 km,-1%,85,1:38:40,51:53:24,Main group,122,+2'14'',+2'14'',49.74 km/h,85.39 km,-7%,85,1:38:40,52:05:54,Main group,135,+1'42'',+1'42'',39.98 km/h,48.82 km,-,85,1:38:40,52:18:12,Main group,122,+1'34'',+1'34'',41.44 km/h,38.27 km,-1%,85,1:38:40,52:30:29,Back of the Race,151,+2'51'',+0'51'',30.99 km/h,38.27 km,3%,87,1:39:31,52:44:12,Main group,148,+2'10'',+2'10'',42.85 km/h,48.20 km,-,85,1:38:40,52:57:13,Main group,124,+2'06'',+2'06'',38.11 km/h,38.41 km,3%,85,1:38:40,53:08:43,Main group,137,+1'30'',+1'30'',44.34 km/h,44.06 km,-,85,1:38:40,53:21:22,Main group,147,+1'00'',+1'00'',30.07 km/h,21.92 km,5%,85,1:38:40,53:33:19,Main group,139,+0'51'',+0'51'',39.52 km/h,31.86 km,-1%,85,1:38:40,53:46:34,Main group,123,+0'57'',+0'57'',38.61 km/h,27.47 km,4%,85,1:38:40,53:58:57,Main group,67,+0'35'',+0'35'',41.14 km/h,36.68 km,-,85,1:38:40,54:11:40,Main group,52,+0'47'',+0'47'',39.01 km/h,63.54 km,-2%,85,1:38:40,54:24:12,Main group,66,+0'25'',+0'25'',59.32 km/h,56.16 km,-,85,1:38:40,54:29:41,Main group,3,+0'24'',+0'24'',55.21 km/h,57.49 km,-1%,85,1:38:40,54:36:26,Main group,99,+0'00'',+0'00'',49.03 km/h,43.78 km,-1%,85,1:38:40,54:42:41,Back of the Race,152,+3'16'',-,-,-,-,94,1:41:56,54:52:34
T. SKUJINS,197,TFS,no,81,50h 59' 12'',1:34:29,03h 48' 03'',Main group,135,+0'00'',+0'00'',0 km/h,0 km/h,0%,81,1:34:29,50:59:12,Main group,42,+0'58'',+0'25'',50.35 km/h,41.04 km,-5%,79,1:34:29,51:22:07,Main group,43,+1'45'',+0'49'',55.03 km/h,44.17 km,-3%,79,1:34:29,51:35:58,Main group,37,+3'20'',+3'20'',48.57 km/h,50.90 km,-1%,79,1:34:29,51:49:13,Main group,80,+2'14'',+2'14'',51.71 km/h,90.36 km,-6%,79,1:34:29,52:01:43,Main group,94,+1'42'',+1'42'',41.31 km/h,57.67 km,-,79,1:34:29,52:14:01,Main group,87,+1'34'',+1'34'',41.40 km/h,39.28 km,-1%,79,1:34:29,52:26:18,Main group,28,+2'00'',+2'00'',40.65 km/h,45.22 km,-3%,79,1:34:29,52:39:10,Main group,25,+2'10'',+2'10'',44.36 km/h,44.10 km,-,79,1:34:29,52:53:02,Main group,47,+2'06'',+2'06'',37.89 km/h,38.30 km,3%,79,1:34:29,53:04:32,Main group,92,+1'30'',+1'30'',45.47 km/h,45.68 km,-,79,1:34:29,53:17:11,Main group,99,+1'00'',+1'00'',29.82 km/h,21.96 km,5%,79,1:34:29,53:29:08,Main group,134,+0'51'',+0'51'',41.63 km/h,33.08 km,-2%,79,1:34:29,53:42:23,Main group,90,+0'57'',+0'57'',38.97 km/h,30.42 km,4%,79,1:34:29,53:54:46,Main group,84,+0'35'',+0'35'',41.89 km/h,34.52 km,-,79,1:34:29,54:07:29,Main group,86,+0'47'',+0'47'',39.40 km/h,63.36 km,-3%,79,1:34:29,54:20:01,Main group,74,+0'25'',+0'25'',59.59 km/h,55.91 km,-,79,1:34:29,54:25:30,Main group,32,+0'24'',+0'24'',55.29 km/h,57.31 km,-1%,79,1:34:29,54:32:15,Main group,18,+0'00'',+0'00'',49.59 km/h,53.60 km,-,79,1:34:29,54:38:30,Stragglers,146,+2'08'',-,-,-,-,83,1:36:37,54:47:15
J. STUYVEN,198,TFS,no,65,50h 49' 15'',1:24:32,03h 45' 55'',Main group,136,+0'00'',+0'00'',0 km/h,0 km/h,0%,65,1:24:32,50:49:15,Main group,36,+0'58'',+0'25'',47.93 km/h,42.52 km,-5%,64,1:24:32,51:12:10,Main group,34,+1'45'',+0'49'',55.38 km/h,43.60 km,-3%,64,1:24:32,51:26:01,Main group,69,+3'20'',+3'20'',48.59 km/h,49.64 km,-1%,65,1:24:32,51:39:16,Main group,71,+2'14'',+2'14'',50.87 km/h,90.14 km,-6%,65,1:24:32,51:51:46,Main group,118,+1'42'',+1'42'',41.28 km/h,51.55 km,-,64,1:24:32,52:04:04,Main group,104,+1'34'',+1'34'',41.01 km/h,39.71 km,-1%,64,1:24:32,52:16:21,Main group,21,+2'00'',+2'00'',40.69 km/h,44.93 km,-3%,64,1:24:32,52:29:13,Main group,27,+2'10'',+2'10'',44.32 km/h,45.65 km,-,65,1:24:32,52:43:05,Main group,93,+2'06'',+2'06'',38.06 km/h,34.96 km,3%,65,1:24:32,52:54:35,Main group,54,+1'30'',+1'30'',45.70 km/h,48.49 km,-,64,1:24:32,53:07:14,Main group,53,+1'00'',+1'00'',29.52 km/h,25.67 km,5%,64,1:24:32,53:19:11,Main group,114,+0'51'',+0'51'',40.54 km/h,34.52 km,-2%,64,1:24:32,53:32:26,Main group,110,+0'57'',+0'57'',38.68 km/h,32.90 km,4%,64,1:24:32,53:44:49,Main group,97,+0'35'',+0'35'',41.54 km/h,29.23 km,-,64,1:24:32,53:57:32,Main group,73,+0'47'',+0'47'',39.15 km/h,63.25 km,-3%,64,1:24:32,54:10:04,Main group,67,+0'25'',+0'25'',59.44 km/h,56.45 km,-,64,1:24:32,54:15:33,Main group,40,+0'24'',+0'24'',55.33 km/h,56.09 km,-1%,64,1:24:32,54:22:18,Main group,1,03h 39' 18'',+0'00'',49.28 km/h,53.03 km,-,64,1:24:32,54:28:33,Main group,33,+0'00'',-,-,-,-,62,1:24:32,54:35:10
C. LAPORTE,201,COF,no,144,51h 34' 02'',2:09:19,03h 45' 55'',Main group,137,+0'00'',+0'00'',0 km/h,0 km/h,0%,144,2:09:19,51:34:02,Main group,74,+0'58'',+0'25'',49.96 km/h,40.10 km,-4%,142,2:09:19,51:56:57,Main group,15,+1'45'',+0'49'',55.54 km/h,44.75 km,-3%,141,2:09:19,52:10:48,Main group,19,+3'20'',+3'20'',49.01 km/h,51.70 km,-1%,142,2:09:19,52:24:03,Main group,74,+2'14'',+2'14'',51.42 km/h,87.91 km,-6%,142,2:09:19,52:36:33,Main group,93,+1'42'',+1'42'',41.19 km/h,55.66 km,-,142,2:09:19,52:48:51,Main group,90,+1'34'',+1'34'',42.14 km/h,36.68 km,-1%,142,2:09:19,53:01:08,Main group,97,+2'00'',+2'00'',36.70 km/h,44.89 km,-2%,142,2:09:19,53:14:00,Main group,89,+2'10'',+2'10'',44.20 km/h,44.17 km,-,142,2:09:19,53:27:52,Main group,92,+2'06'',+2'06'',38.75 km/h,36.40 km,3%,142,2:09:19,53:39:22,Main group,81,+1'30'',+1'30'',45.31 km/h,50.04 km,-,142,2:09:19,53:52:01,Main group,78,+1'00'',+1'00'',28.78 km/h,21.28 km,5%,142,2:09:19,54:03:58,Main group,35,+0'51'',+0'51'',40.35 km/h,35.82 km,-2%,142,2:09:19,54:17:13,Main group,96,+0'57'',+0'57'',38.18 km/h,29.23 km,4%,141,2:09:19,54:29:36,Main group,45,+0'35'',+0'35'',41.23 km/h,42.77 km,-,142,2:09:19,54:42:19,Main group,41,+0'47'',+0'47'',39.24 km/h,62.60 km,-2%,142,2:09:19,54:54:51,Main group,9,+0'25'',+0'25'',59.68 km/h,48.38 km,-,142,2:09:19,55:00:20,Main group,42,+0'24'',+0'24'',55.23 km/h,55.98 km,-1%,142,2:09:19,55:07:05,Main group,58,+0'00'',+0'00'',49.37 km/h,52.45 km,-,142,2:09:19,55:13:20,Main group,19,+0'00'',-,-,-,-,142,2:09:19,55:19:57
