Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km171_Group,km171_Position,km171_Elapsed_time,km171_Gap_to_previous_group,km171_Average_speed,km171_Current_speed,km171_Gradient,km171_GC_prov_position,km171_GC_prov_delay,km171_GC_riding_time,km170_Group,km170_Position,km170_Elapsed_time,km170_Gap_to_previous_group,km170_Average_speed,km170_Current_speed,km170_Gradient,km170_GC_prov_position,km170_GC_prov_delay,km170_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
J. DEGENKOLB,194,TFS,no,111,73h 17' 32'',2:43:21,03h 46' 50'',Main group,127,+0'00'',+0'00'',0 km/h,0 km/h,0%,111,2:43:21,73:17:32,Main group,92,+0'00'',+0'00'',21.50 km/h,24.34 km,7%,110,2:43:21,73:19:33,Main group,44,+0'00'',+0'00'',55.81 km/h,57.46 km,-,110,2:43:21,73:30:25,Main group,16,+0'19'',+0'19'',54.83 km/h,47.52 km,-,110,2:43:21,73:42:24,Main group,18,+1'37'',+1'37'',44.83 km/h,45.90 km,-,110,2:43:21,73:55:04,Main group,38,+1'04'',+1'04'',38.58 km/h,43.34 km,-,110,2:43:21,74:09:56,Main group,48,+1'37'',+1'37'',45.12 km/h,45.72 km,-1%,110,2:43:21,74:23:04,Main group,75,+1'21'',+1'21'',45.76 km/h,39.35 km,-,110,2:43:21,74:38:11,Main group,59,+0'58'',+0'31'',53.70 km/h,63.07 km,-1%,109,2:43:21,74:53:27,Main group,72,+2'06'',+2'06'',40.09 km/h,45.25 km,-1%,109,2:43:21,75:06:58,Main group,102,+1'29'',+1'29'',33.85 km/h,61.96 km,-9%,109,2:43:21,75:22:02,Main group,114,+1'38'',+1'38'',37.31 km/h,38.41 km,1%,109,2:43:21,75:37:55,Main group,67,+1'26'',+1'26'',42.27 km/h,23.33 km,5%,109,2:43:21,75:51:36,Main group,74,+1'15'',+1'15'',42.96 km/h,44.75 km,-,109,2:43:21,76:06:28,Main group,90,+0'50'',+0'50'',38.13 km/h,56.84 km,-,109,2:43:21,76:19:08,Main group,75,+0'40'',+0'40'',50.59 km/h,69.41 km,-5%,109,2:43:21,76:31:05,Main group,27,+0'25'',+0'25'',49.96 km/h,38.59 km,3%,109,2:43:21,76:41:17,Main group,44,+0'00'',+0'00'',44.22 km/h,47.48 km,1%,109,2:43:21,76:48:19,Main group,36,+0'00'',+0'00'',51.48 km/h,59.22 km,-7%,109,2:43:21,76:54:14,Main group,39,+0'00'',+0'00'',54.76 km/h,50.33 km,-1%,109,2:43:21,76:58:53,Main group,7,+0'00'',-,-,-,-,110,2:43:21,77:04:22
M. GOGL,195,TFS,no,113,73h 19' 18'',2:45:07,03h 48' 53'',Main group,128,+0'00'',+0'00'',0 km/h,0 km/h,0%,113,2:45:07,73:19:18,Main group,19,+0'00'',+0'00'',21.72 km/h,32.00 km,7%,112,2:45:07,73:21:19,Main group,81,+0'00'',+0'00'',55.60 km/h,57.46 km,-1%,112,2:45:07,73:32:11,Main group,101,+0'19'',+0'19'',55.29 km/h,54.07 km,-,112,2:45:07,73:44:10,Main group,61,+1'37'',+1'37'',44.10 km/h,47.27 km,-,113,2:45:07,73:56:50,Main group,104,+1'04'',+1'04'',38.83 km/h,42.91 km,-,112,2:45:07,74:11:42,Main group,129,+1'37'',+1'37'',45.19 km/h,50.26 km,-,113,2:45:07,74:24:50,Main group,86,+1'21'',+1'21'',45.96 km/h,40.72 km,-,113,2:45:07,74:39:57,Group 1,8,+0'27'',+0'27'',53.95 km/h,35.10 km,-,111,2:44:36,74:54:42,Main group,78,+2'06'',+2'06'',40.26 km/h,43.02 km,-1%,112,2:45:07,75:08:44,Main group,120,+1'29'',+1'29'',32.34 km/h,59.87 km,-6%,112,2:45:07,75:23:48,Main group,109,+1'38'',+1'38'',36.83 km/h,39.82 km,1%,112,2:45:07,75:39:41,Main group,104,+1'26'',+1'26'',42.32 km/h,22.18 km,5%,112,2:45:07,75:53:22,Main group,133,+1'15'',+1'15'',42.72 km/h,46.80 km,-,112,2:45:07,76:08:14,Main group,125,+0'50'',+0'50'',37.36 km/h,49.25 km,-,111,2:45:07,76:20:54,Main group,57,+0'40'',+0'40'',50.76 km/h,72.72 km,-5%,111,2:45:07,76:32:51,Main group,30,+0'25'',+0'25'',50.17 km/h,36.97 km,3%,111,2:45:07,76:43:03,Main group,48,+0'00'',+0'00'',44.02 km/h,48.24 km,2%,111,2:45:07,76:50:05,Main group,38,+0'00'',+0'00'',51.63 km/h,62.57 km,-7%,111,2:45:07,76:56:00,Main group,26,+0'00'',+0'00'',54.23 km/h,53.21 km,-1%,111,2:45:07,77:00:39,Stragglers,107,+2'03'',-,-,-,-,113,2:47:10,77:08:11
T. SKUJINS,197,TFS,no,83,72h 50' 00'',2:15:49,03h 47' 53'',Main group,129,+0'00'',+0'00'',0 km/h,0 km/h,0%,83,2:15:49,72:50:00,Main group,37,+0'00'',+0'00'',21.86 km/h,25.67 km,7%,83,2:15:49,72:52:01,Main group,19,+0'00'',+0'00'',55.67 km/h,55.87 km,-,83,2:15:49,73:02:53,Main group,38,+0'19'',+0'19'',55.82 km/h,47.88 km,-,83,2:15:49,73:14:52,Main group,17,+1'37'',+1'37'',44.86 km/h,46.73 km,-,83,2:15:49,73:27:32,Main group,115,+1'04'',+1'04'',39.29 km/h,43.06 km,-,83,2:15:49,73:42:24,Main group,110,+1'37'',+1'37'',44.67 km/h,46.87 km,-,83,2:15:49,73:55:32,Main group,105,+1'21'',+1'21'',45.98 km/h,40.61 km,-,83,2:15:49,74:10:39,Main group,66,+0'58'',+0'31'',53.82 km/h,63.83 km,-1%,82,2:15:49,74:25:55,Main group,80,+2'06'',+2'06'',40.96 km/h,44.17 km,-1%,82,2:15:49,74:39:26,Main group,137,+1'29'',+1'29'',32.77 km/h,55.66 km,-6%,82,2:15:49,74:54:30,Main group,134,+1'38'',+1'38'',37.43 km/h,33.77 km,1%,82,2:15:49,75:10:23,Main group,88,+1'26'',+1'26'',42.59 km/h,23.44 km,5%,82,2:15:49,75:24:04,Main group,99,+1'15'',+1'15'',42.93 km/h,46.48 km,-,82,2:15:49,75:38:56,Main group,76,+0'50'',+0'50'',38.14 km/h,53.46 km,-,82,2:15:49,75:51:36,Main group,87,+0'40'',+0'40'',50.84 km/h,69.30 km,-5%,82,2:15:49,76:03:33,Main group,45,+0'25'',+0'25'',50.06 km/h,35.96 km,2%,82,2:15:49,76:13:45,Main group,75,+0'00'',+0'00'',43.86 km/h,51.01 km,2%,82,2:15:49,76:20:47,Main group,55,+0'00'',+0'00'',51.35 km/h,63.90 km,-7%,82,2:15:49,76:26:42,Main group,27,+0'00'',+0'00'',54.66 km/h,52.88 km,-1%,82,2:15:49,76:31:21,Stragglers,93,+1'03'',-,-,-,-,84,2:16:52,76:37:53
J. STUYVEN,198,TFS,no,58,72h 14' 27'',1:40:16,03h 46' 50'',Main group,130,+0'00'',+0'00'',0 km/h,0 km/h,0%,58,1:40:16,72:14:27,Main group,63,+0'00'',+0'00'',21.48 km/h,28.01 km,7%,58,1:40:16,72:16:28,Main group,7,+0'00'',+0'00'',56.13 km/h,52.52 km,-,58,1:40:16,72:27:20,Main group,114,+0'18'',+0'18'',52.46 km/h,39.20 km,-,58,1:40:15,72:39:18,Main group,26,+1'37'',+1'37'',43.72 km/h,42.62 km,-,58,1:40:16,72:51:59,Main group,143,+1'04'',+1'04'',37.93 km/h,39.38 km,-,58,1:40:16,73:06:51,Main group,143,+1'37'',+1'37'',44.38 km/h,47.09 km,-,58,1:40:16,73:19:59,Main group,92,+1'21'',+1'21'',45.87 km/h,41.04 km,-,58,1:40:16,73:35:06,Group 1,6,+0'27'',+0'27'',54.30 km/h,50.11 km,-,55,1:39:45,73:49:51,Main group,92,+2'06'',+2'06'',39.76 km/h,43.16 km,-1%,57,1:40:16,74:03:53,Main group,135,+1'29'',+1'29'',33.74 km/h,47.45 km,-6%,57,1:40:16,74:18:57,Main group,125,+1'38'',+1'38'',36.86 km/h,37.30 km,1%,57,1:40:16,74:34:50,Main group,126,+1'26'',+1'26'',42.42 km/h,21.60 km,5%,57,1:40:16,74:48:31,Main group,131,+1'15'',+1'15'',41.22 km/h,45.54 km,-,57,1:40:16,75:03:23,Main group,142,+0'50'',+0'50'',34.76 km/h,45.50 km,-,57,1:40:16,75:16:03,Main group,98,+0'40'',+0'40'',49.21 km/h,68.83 km,-5%,57,1:40:16,75:28:00,Main group,36,+0'25'',+0'25'',48.12 km/h,39.82 km,3%,57,1:40:16,75:38:12,Main group,70,+0'00'',+0'00'',43.35 km/h,50.47 km,2%,57,1:40:16,75:45:14,Main group,50,+0'00'',+0'00'',48.90 km/h,74.52 km,-7%,57,1:40:16,75:51:09,Main group,40,+0'00'',+0'00'',54.44 km/h,49.46 km,-1%,57,1:40:16,75:55:48,Main group,28,+0'00'',-,-,-,-,56,1:40:16,76:01:17
C. LAPORTE,201,COF,no,128,73h 38' 07'',3:03:56,03h 46' 50'',Main group,131,+0'00'',+0'00'',0 km/h,0 km/h,0%,128,3:03:56,73:38:07,Main group,59,+0'00'',+0'00'',21.52 km/h,26.35 km,7%,127,3:03:56,73:40:08,Main group,57,+0'00'',+0'00'',55.68 km/h,57.96 km,-,127,3:03:56,73:51:00,Main group,46,+0'19'',+0'19'',54.34 km/h,47.56 km,-,127,3:03:56,74:02:59,Main group,69,+1'37'',+1'37'',44.25 km/h,44.68 km,-,127,3:03:56,74:15:39,Main group,73,+1'04'',+1'04'',39.16 km/h,44.32 km,-,127,3:03:56,74:30:31,Main group,55,+1'37'',+1'37'',46.49 km/h,48.49 km,-1%,127,3:03:56,74:43:39,Main group,55,+1'21'',+1'21'',46.04 km/h,40.18 km,1%,127,3:03:56,74:58:46,Main group,53,+0'58'',+0'31'',53.26 km/h,60.91 km,-1%,126,3:03:56,75:14:02,Main group,65,+2'06'',+2'06'',40.13 km/h,45.11 km,-1%,126,3:03:56,75:27:33,Main group,79,+1'29'',+1'29'',33.51 km/h,67.03 km,-9%,126,3:03:56,75:42:37,Main group,73,+1'38'',+1'38'',37.84 km/h,41.33 km,-,126,3:03:56,75:58:30,Main group,52,+1'26'',+1'26'',41.99 km/h,21.02 km,5%,126,3:03:56,76:12:11,Main group,51,+1'15'',+1'15'',42.88 km/h,44.78 km,-,126,3:03:56,76:27:03,Main group,71,+0'50'',+0'50'',38.23 km/h,52.13 km,-,126,3:03:56,76:39:43,Main group,26,+0'40'',+0'40'',50.75 km/h,70.70 km,-4%,126,3:03:56,76:51:40,Main group,42,+0'25'',+0'25'',49.78 km/h,36.72 km,2%,126,3:03:56,77:01:52,Main group,23,+0'00'',+0'00'',43.60 km/h,52.96 km,1%,126,3:03:56,77:08:54,Main group,37,+0'00'',+0'00'',51.15 km/h,62.10 km,-7%,126,3:03:56,77:14:49,Main group,14,+0'00'',+0'00'',54.27 km/h,54.50 km,-1%,126,3:03:56,77:19:28,Main group,2,+0'00'',-,-,-,-,128,3:03:50,77:24:51
D. CLAEYS,202,COF,no,135,73h 43' 33'',3:09:22,03h 48' 09'',Main group,132,+0'00'',+0'00'',0 km/h,0 km/h,0%,135,3:09:22,73:43:33,Main group,41,+0'00'',+0'00'',21.31 km/h,24.95 km,7%,134,3:09:22,73:45:34,Main group,111,+0'00'',+0'00'',55.28 km/h,57.17 km,-1%,134,3:09:22,73:56:26,Main group,99,+0'19'',+0'19'',55.12 km/h,48.89 km,-,134,3:09:22,74:08:25,Main group,110,+1'37'',+1'37'',43.71 km/h,44.60 km,-,134,3:09:22,74:21:05,Main group,112,+1'04'',+1'04'',39.59 km/h,43.31 km,-,134,3:09:22,74:35:57,Main group,53,+1'37'',+1'37'',45.07 km/h,47.63 km,-1%,134,3:09:22,74:49:05,Main group,45,+1'21'',+1'21'',46.34 km/h,40.72 km,1%,134,3:09:22,75:04:12,Main group,68,+0'58'',+0'31'',53.20 km/h,60.73 km,-1%,133,3:09:22,75:19:28,Main group,76,+2'06'',+2'06'',44.93 km/h,44.93 km,-1%,133,3:09:22,75:32:59,Main group,61,+1'29'',+1'29'',33.96 km/h,60.91 km,-10%,133,3:09:22,75:48:03,Main group,107,+1'38'',+1'38'',37.37 km/h,39.28 km,1%,133,3:09:22,76:03:56,Main group,130,+1'26'',+1'26'',42.57 km/h,24.62 km,5%,133,3:09:22,76:17:37,Main group,67,+1'15'',+1'15'',42.26 km/h,46.30 km,-,133,3:09:22,76:32:29,Main group,70,+0'50'',+0'50'',38.34 km/h,51.55 km,-,133,3:09:22,76:45:09,Main group,25,+0'40'',+0'40'',50.74 km/h,72.58 km,-4%,133,3:09:22,76:57:06,Main group,65,+0'25'',+0'25'',49.78 km/h,35.86 km,2%,133,3:09:22,77:07:18,Main group,19,+0'00'',+0'00'',43.76 km/h,52.06 km,1%,133,3:09:22,77:14:20,Main group,58,+0'00'',+0'00'',51.23 km/h,54.11 km,-7%,133,3:09:22,77:20:15,Main group,32,+0'00'',+0'00'',54.38 km/h,47.95 km,-1%,133,3:09:22,77:24:54,Stragglers,101,+1'19'',-,-,-,-,135,3:10:41,77:31:42
N. EDET,203,COF,no,42,71h 55' 37'',1:21:26,03h 49' 11'',Main group,133,+0'00'',+0'00'',0 km/h,0 km/h,0%,42,1:21:26,71:55:37,Main group,14,+0'00'',+0'00'',21.04 km/h,30.60 km,7%,42,1:21:26,71:57:38,Main group,142,+0'00'',+0'00'',54.79 km/h,55.15 km,-1%,42,1:21:26,72:08:30,Main group,144,+0'19'',+0'19'',54.56 km/h,54.94 km,-,42,1:21:26,72:20:29,Main group,117,+1'37'',+1'37'',42.53 km/h,41.83 km,-,42,1:21:26,72:33:09,Main group,84,+1'04'',+1'04'',38.73 km/h,42.12 km,-,42,1:21:26,72:48:01,Main group,56,+1'37'',+1'37'',44.46 km/h,48.67 km,-1%,42,1:21:26,73:01:09,Main group,69,+1'21'',+1'21'',45.56 km/h,39.85 km,-,42,1:21:26,73:16:16,Main group,100,+0'58'',+0'31'',52.84 km/h,59.98 km,-1%,41,1:21:26,73:31:32,Main group,49,+2'06'',+2'06'',40.27 km/h,44.75 km,-1%,40,1:21:26,73:45:03,Main group,136,+1'29'',+1'29'',31.60 km/h,51.34 km,-6%,41,1:21:26,74:00:07,Main group,68,+1'38'',+1'38'',37.28 km/h,41.26 km,-,40,1:21:26,74:16:00,Main group,58,+1'26'',+1'26'',42.47 km/h,23.47 km,5%,40,1:21:26,74:29:41,Main group,60,+1'15'',+1'15'',42.57 km/h,44.39 km,-,41,1:21:26,74:44:33,Main group,69,+0'50'',+0'50'',38.16 km/h,51.01 km,-,41,1:21:26,74:57:13,Main group,24,+0'40'',+0'40'',50.65 km/h,70.63 km,-4%,41,1:21:26,75:09:10,Main group,93,+0'25'',+0'25'',49.46 km/h,34.85 km,2%,41,1:21:26,75:19:22,Main group,119,+0'00'',+0'00'',42.94 km/h,53.03 km,2%,41,1:21:26,75:26:24,Main group,136,+0'00'',+0'00'',49.29 km/h,72.79 km,-4%,41,1:21:26,75:32:19,Main group,129,+0'00'',+0'00'',56.45 km/h,47.84 km,-1%,41,1:21:26,75:36:58,Stragglers,113,+2'21'',-,-,-,-,42,1:23:47,75:44:48
J. HERRADA,204,COF,no,43,71h 57' 59'',1:23:48,03h 49' 24'',Main group,134,+0'00'',+0'00'',0 km/h,0 km/h,0%,43,1:23:48,71:57:59,Main group,39,+0'00'',+0'00'',21.63 km/h,25.45 km,7%,43,1:23:48,72:00:00,Main group,77,+0'00'',+0'00'',55.46 km/h,58.36 km,-,43,1:23:48,72:10:52,Main group,77,+0'19'',+0'19'',55.93 km/h,47.63 km,-,43,1:23:48,72:22:51,Main group,76,+1'37'',+1'37'',44.21 km/h,46.33 km,-,43,1:23:48,72:35:31,Main group,90,+1'04'',+1'04'',39.20 km/h,41.26 km,-,43,1:23:48,72:50:23,Main group,63,+1'37'',+1'37'',44.55 km/h,47.23 km,-1%,43,1:23:48,73:03:31,Main group,52,+1'21'',+1'21'',46.03 km/h,39.42 km,1%,43,1:23:48,73:18:38,Main group,49,+0'58'',+0'31'',52.78 km/h,61.24 km,-1%,42,1:23:48,73:33:54,Main group,66,+2'06'',+2'06'',39.94 km/h,44.71 km,-1%,42,1:23:48,73:47:25,Main group,78,+1'29'',+1'29'',33.33 km/h,58.82 km,-9%,42,1:23:48,74:02:29,Main group,40,+1'38'',+1'38'',37.70 km/h,45.86 km,1%,42,1:23:48,74:18:22,Main group,50,+1'26'',+1'26'',42.06 km/h,21.31 km,5%,42,1:23:48,74:32:03,Main group,52,+1'15'',+1'15'',42.98 km/h,44.64 km,-,42,1:23:48,74:46:55,Main group,58,+0'50'',+0'50'',38.90 km/h,51.23 km,1%,42,1:23:48,74:59:35,Main group,23,+0'40'',+0'40'',50.92 km/h,72.72 km,-4%,42,1:23:48,75:11:32,Main group,7,+0'25'',+0'25'',49.81 km/h,39.85 km,3%,42,1:23:48,75:21:44,Main group,13,+0'00'',+0'00'',43.96 km/h,52.42 km,1%,42,1:23:48,75:28:46,Main group,98,+0'00'',+0'00'',49.78 km/h,75.67 km,-6%,42,1:23:48,75:34:41,Main group,122,+0'00'',+0'00'',55.28 km/h,47.20 km,-1%,42,1:23:48,75:39:20,Stragglers,125,+2'34'',-,-,-,-,45,1:26:22,75:47:23
D. NAVARRO GARCIA,205,COF,no,56,72h 14' 20'',1:40:09,03h 49' 11'',Main group,135,+0'00'',+0'00'',0 km/h,0 km/h,0%,56,1:40:09,72:14:20,Main group,73,+0'00'',+0'00'',21.08 km/h,23.83 km,7%,56,1:40:09,72:16:21,Main group,112,+0'00'',+0'00'',55.55 km/h,56.66 km,-1%,56,1:40:09,72:27:13,Main group,129,+0'19'',+0'19'',55.77 km/h,54.54 km,-,56,1:40:09,72:39:12,Main group,72,+1'37'',+1'37'',43.98 km/h,45.58 km,-,56,1:40:09,72:51:52,Main group,127,+1'04'',+1'04'',38.46 km/h,41.87 km,-,56,1:40:09,73:06:44,Main group,78,+1'37'',+1'37'',45.43 km/h,46.40 km,-1%,56,1:40:09,73:19:52,Main group,89,+1'21'',+1'21'',45.95 km/h,42.01 km,-,56,1:40:09,73:34:59,Main group,58,+0'58'',+0'31'',53.62 km/h,61.81 km,-1%,56,1:40:09,73:50:15,Main group,83,+2'06'',+2'06'',40.14 km/h,45.54 km,-1%,55,1:40:09,74:03:46,Main group,84,+1'29'',+1'29'',33.27 km/h,63.36 km,-9%,55,1:40:09,74:18:50,Main group,77,+1'38'',+1'38'',37.58 km/h,36.79 km,-,55,1:40:09,74:34:43,Main group,42,+1'26'',+1'26'',42.02 km/h,20.41 km,5%,55,1:40:09,74:48:24,Main group,83,+1'15'',+1'15'',42.65 km/h,44.10 km,-,55,1:40:09,75:03:16,Main group,81,+0'50'',+0'50'',38.08 km/h,50.47 km,-,55,1:40:09,75:15:56,Main group,28,+0'40'',+0'40'',51.32 km/h,70.06 km,-4%,55,1:40:09,75:27:53,Main group,91,+0'25'',+0'25'',50.68 km/h,36.43 km,2%,55,1:40:09,75:38:05,Main group,118,+0'00'',+0'00'',43.26 km/h,53.96 km,2%,55,1:40:09,75:45:07,Main group,115,+0'00'',+0'00'',50.60 km/h,74.92 km,-4%,55,1:40:09,75:51:02,Main group,128,+0'00'',+0'00'',56.20 km/h,47.74 km,-1%,55,1:40:09,75:55:41,Stragglers,121,+2'21'',-,-,-,-,59,1:42:30,76:03:31
A. PEREZ,206,COF,no,84,72h 50' 19'',2:16:08,03h 49' 16'',Main group,136,+0'00'',+0'00'',0 km/h,0 km/h,0%,84,2:16:08,72:50:19,Main group,90,+0'00'',+0'00'',21.58 km/h,26.78 km,7%,84,2:16:08,72:52:20,Main group,70,+0'00'',+0'00'',55.64 km/h,54.90 km,-,84,2:16:08,73:03:12,Main group,39,+0'19'',+0'19'',56.03 km/h,47.38 km,-,84,2:16:08,73:15:11,Main group,74,+1'37'',+1'37'',43.70 km/h,44.64 km,-,84,2:16:08,73:27:51,Main group,126,+1'04'',+1'04'',38.71 km/h,42.48 km,-,84,2:16:08,73:42:43,Main group,58,+1'37'',+1'37'',46.31 km/h,48.49 km,-1%,84,2:16:08,73:55:51,Main group,56,+1'21'',+1'21'',46.23 km/h,41.40 km,1%,84,2:16:08,74:10:58,Main group,69,+0'58'',+0'31'',53.60 km/h,60.95 km,-1%,83,2:16:08,74:26:14,Main group,57,+2'06'',+2'06'',39.82 km/h,45.61 km,-1%,83,2:16:08,74:39:45,Main group,99,+1'29'',+1'29'',33.02 km/h,63.72 km,-9%,83,2:16:08,74:54:49,Main group,8,+1'38'',+1'38'',38.39 km/h,40.86 km,1%,83,2:16:08,75:10:42,Main group,8,+1'26'',+1'26'',41.21 km/h,19.22 km,6%,83,2:16:08,75:24:23,Main group,6,+1'15'',+1'15'',42.92 km/h,43.60 km,-,83,2:16:08,75:39:15,Main group,7,+0'50'',+0'50'',38.87 km/h,43.67 km,2%,83,2:16:08,75:51:55,Main group,7,+0'40'',+0'40'',51.35 km/h,71.53 km,-3%,83,2:16:08,76:03:52,Main group,87,+0'25'',+0'25'',51.04 km/h,37.08 km,2%,83,2:16:08,76:14:04,Main group,112,+0'00'',+0'00'',43.16 km/h,50.62 km,2%,83,2:16:08,76:21:06,Main group,131,+0'00'',+0'00'',49.55 km/h,71.82 km,-4%,83,2:16:08,76:27:01,Main group,82,+0'00'',+0'00'',56.90 km/h,47.81 km,-1%,83,2:16:08,76:31:40,Stragglers,122,+2'26'',-,-,-,-,85,2:18:34,76:39:35
J. SIMON,207,COF,no,98,73h 07' 21'',2:33:10,03h 46' 50'',Main group,137,+0'00'',+0'00'',0 km/h,0 km/h,0%,98,2:33:10,73:07:21,Main group,95,+0'00'',+0'00'',21.03 km/h,25.96 km,6%,97,2:33:10,73:09:22,Main group,34,+0'00'',+0'00'',55.60 km/h,58.86 km,-,97,2:33:10,73:20:14,Main group,21,+0'19'',+0'19'',54.66 km/h,47.20 km,-,97,2:33:10,73:32:13,Main group,22,+1'37'',+1'37'',44.34 km/h,44.64 km,-,96,2:33:10,73:44:53,Main group,144,+1'04'',+1'04'',37.33 km/h,41.22 km,-,97,2:33:10,73:59:45,Main group,57,+1'37'',+1'37'',45.44 km/h,46.01 km,-1%,97,2:33:10,74:12:53,Main group,67,+1'21'',+1'21'',45.96 km/h,39.49 km,-,97,2:33:10,74:28:00,Main group,62,+0'58'',+0'31'',53.46 km/h,61.20 km,-1%,96,2:33:10,74:43:16,Main group,70,+2'06'',+2'06'',40.03 km/h,46.66 km,-1%,96,2:33:10,74:56:47,Main group,109,+1'29'',+1'29'',33.50 km/h,46.94 km,-9%,96,2:33:10,75:11:51,Main group,57,+1'38'',+1'38'',37.86 km/h,44.96 km,-,96,2:33:10,75:27:44,Main group,48,+1'26'',+1'26'',42.08 km/h,21.67 km,5%,96,2:33:10,75:41:25,Main group,66,+1'15'',+1'15'',43.02 km/h,46.55 km,-,96,2:33:10,75:56:17,Main group,78,+0'50'',+0'50'',38.19 km/h,49.61 km,-,96,2:33:10,76:08:57,Main group,29,+0'40'',+0'40'',50.70 km/h,71.24 km,-4%,96,2:33:10,76:20:54,Main group,60,+0'25'',+0'25'',49.99 km/h,36.32 km,2%,96,2:33:10,76:31:06,Main group,54,+0'00'',+0'00'',43.84 km/h,48.46 km,2%,96,2:33:10,76:38:08,Main group,44,+0'00'',+0'00'',50.80 km/h,67.39 km,-7%,96,2:33:10,76:44:03,Main group,17,+0'00'',+0'00'',54.87 km/h,56.48 km,-1%,96,2:33:10,76:48:42,Main group,82,+0'00'',-,-,-,-,98,2:33:10,76:54:11
